user,business_id,business_name,address,city,state,postal_code,stars,hyperlink,Model
Stephen,f1pFxhEgey9VKasRxr8eng,Kate & Al's Pizza,"2919 Rte 206, Ste 104",Columbus,NJ,8022.0,4.0,https://storage.googleapis.com/2024capstone51/photos/4vrc0QGjIm9Pv6FfKi3b1g.jpg,Content Recommendation
Stephen,1wwH1dnkTtDnCfpHORlgBQ,Mommy Telly's Famous BBQ,23 N 33rd St,Philadelphia,PA,19104.0,5.0,https://storage.googleapis.com/2024capstone51/photos/VMjA7PAC0lkfdsNKsOo0Jg.jpg,Content Recommendation
Stephen,2SevIwjgGdDdkIfs3Peu-Q,Brown Street Coffee & Bánhery,2545 Brown St,Philadelphia,PA,19130.0,4.0,https://storage.googleapis.com/2024capstone51/photos/fi-kuK1am0pHRalUIyjlNw.jpg,Content Recommendation
Stephen,YUSbJUwcQrfD_M9W2_DD8Q,Tiramisu,720 Lancaster Ave,Berwyn,PA,19312.0,4.0,https://storage.googleapis.com/2024capstone51/photos/NKlZ_eVP0uBNMbC_CeyxkA.jpg,Content Recommendation
Janet,ds4Vf2mPGm3NXb0IvpsNtQ,Rebel Taco,111 S Independence Mall E,Philadelphia,PA,19106.0,4.0,https://storage.googleapis.com/2024capstone51/photos/MYYguiaKA2vRdWdZspFV6A.jpg,Content Recommendation
Janet,JbS_D8lxOm4UWa-yC4z5NA,Red Sombrero - Kennett Square,879 E Baltimore Pike,Kennett Square,PA,19348.0,4.0,https://storage.googleapis.com/2024capstone51/photos/jQmJkYfLSvkp-flrK8ygiA.jpg,Content Recommendation
Janet,L3W9HlNfBNYDMr6Mas-lAQ,Taco Caballito,525 Beckett Rd,Logan Township,NJ,8085.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
Janet,jULIPydhMj18KOI5OHTwfA,Buena Onda,1901 Callowhill St,Philadelphia,PA,19130.0,4.0,https://storage.googleapis.com/2024capstone51/photos/z3Rmdklt4qA5vd5nSNnrmg.jpg,Content Recommendation
Janet,awWMljjNOFhWF1CqHwjgSg,Chef Jeff’s Hot Meals To-Go,718 MacDade Blvd,Folsom,PA,19033.0,5.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
Janet,5XXFFeHDa-lb-OcXGDKXpg,Bartaco,"160 N Gulph Rd, Ste C1100",King of Prussia,PA,19406.0,4.5,https://storage.googleapis.com/2024capstone51/photos/jfDE0IMvswz5_bQgUDGO6g.jpg,Content Recommendation
Janet,wb_z1h7XR5IQhVRZHlMuLQ,Redstone American Grill,500 Rte 73 S,Marlton,NJ,8053.0,4.0,https://storage.googleapis.com/2024capstone51/photos/EEZFDVgQfurmXWPLSqunaA.jpg,Content Recommendation
Janet,9YvxONmuEP-IXIFRrMCgSA,Sabor Puebla Taqueria & Cafe,1715 Mount Ephraim Ave,Camden,NJ,8104.0,5.0,https://storage.googleapis.com/2024capstone51/photos/wyfc5mbfedq1FGHsRszcGg.jpg,Content Recommendation
Gabby,CcHbzM4bTBCHXe1YiAwAYA,Azaad Foods,6443 Castor Ave,Philadelphia,PA,19149.0,4.0,https://storage.googleapis.com/2024capstone51/photos/5Y52OQk8WatjNFRy4il0zg.jpg,Content Recommendation
Gabby,TRHlMXpHOVaEf3bb-gncRA,Flying W Airport & Resort,60 Fostertown Rd,Medford,NJ,8055.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
Gabby,KeMHjjLPUsSyCGQkk0xwqw,Zara Halal food,1419 Welsh Rd,Lansdale,PA,19446.0,4.5,https://storage.googleapis.com/2024capstone51/photos/-TN1sN8wicHTPV-NhNilNQ.jpg,Content Recommendation
Gabby,N2kFhCeHWw5B9nxjtkgotQ,Reale's Restaurant & Bar,7233 Frankford Ave,Philadelphia,PA,19135.0,3.5,https://storage.googleapis.com/2024capstone51/photos/Df6xaAemGbnbXh1iTprpHw.jpg,Content Recommendation
Gabby,AGZlpvY8u_WcmznFv0rlTA,Three Brothers Grill,17 S Main St,Phoenixville,PA,19460.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
Gabby,tVELQMCI0485CPvgtTlMDA,Duck Donuts King Of Prussia,"201 Main St, Ste 160",King of Prussia,PA,19406.0,4.5,https://storage.googleapis.com/2024capstone51/photos/rdEGoS5IXgzXqdfkiDP8wA.jpg,Content Recommendation
Gabby,edU5K_QDvydTbWr4xfCfmg,Dezzy's Jamaican Restaurant,4945 Frankford Ave,Philadelphia,PA,19124.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
Gabby,ye_Vi7HzzpMaGHRbzZdTSw,Bistro On Bridge,212 Bridge St,Phoenixville,PA,19460.0,3.5,https://storage.googleapis.com/2024capstone51/photos/1Gnwob8-H6nOn9z_QkWhZg.jpg,Content Recommendation
Diana,arKiXax3ScSM_z3O-0CIyw,Spasso Italian Grill,34 S Front St,Philadelphia,PA,19106.0,4.0,https://storage.googleapis.com/2024capstone51/photos/dZPjx_MQ4oNb6BdJtOlR-g.jpg,Content Recommendation
Diana,3ixK3zXJ_GIgfKyY2WXhyA,Mamma Rosa,1 S White Horse Pike,Lindenwold,NJ,8021.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
Diana,Al8y5FTs9tW5VsxTVy9ZMg,Alyan's Restaurant,603 S 4th St,Philadelphia,PA,19147.0,4.0,https://storage.googleapis.com/2024capstone51/photos/Y30mTgjTwml5bdM5YZoy4A.jpg,Content Recommendation
Diana,zGD1PUe6bksPqx5XUqGUIQ,Al's Corner Deli and Catering Services,7940 Torresdale Ave,Philadelphia,PA,19136.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
Diana,tGzu2uZYz0Yqh5F0H9jmFQ,Currito,8000 Essington Ave,Philadelphia,PA,19153.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
Diana,A1utw9hMuqzAi0w_gy0NkA,Vino’s Pizza,408 Germantown Pike,Lafayette Hill,PA,19444.0,3.5,https://storage.googleapis.com/2024capstone51/photos/mlIGG80CBSjC8WWsU9kXPw.jpg,Content Recommendation
Diana,Y15G303S-TZh1xJQoxyGbg,Peppino’s,449 W Butler Ave,Chalfont,PA,18914.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
Diana,Ln0dbLfCTCW0wdRrkIf7Vw,The Orient Chinese Restaurant,414 South Broadway,Pennsville,NJ,8070.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
Allison,8-1vYscR7TNGF7LcJeNZBQ,Tony Roni's Pizza Roxborough,"499 Domino Ln, Ste 4350",Philadelphia,PA,19128.0,3.5,https://storage.googleapis.com/2024capstone51/photos/VQLOzxKs81MVvIvCvnthMw.jpg,Content Recommendation
Allison,Nkcu2EdGt34fhUHyKEjXMQ,Lai Thai Cuisine,200 White Horse Rd,Voorhees,NJ,8043.0,4.0,https://storage.googleapis.com/2024capstone51/photos/MDJBQfc9HOquh9vhNDViBw.jpg,Content Recommendation
Allison,JwUu2KahLe3WraLvHkzQMQ,Tabouli Middle Eastern Restaurant,120 Coulter Ave,Ardmore,PA,19003.0,4.5,https://storage.googleapis.com/2024capstone51/photos/xf-tJ0L5EKXcFkNOBlvHiQ.jpg,Content Recommendation
Allison,Ixr2-GfYKatXdq1rZnfHiA,Ruby Thai,132 Christiana Mall,Newark,DE,19702.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
Allison,tGzu2uZYz0Yqh5F0H9jmFQ,Currito,8000 Essington Ave,Philadelphia,PA,19153.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
Allison,i_ebZdLk-SePyN6VQYdL-g,Fattoush,182 Lancaster Ave,Malvern,PA,19355.0,4.5,https://storage.googleapis.com/2024capstone51/photos/Uq51hUlEgWIcq1qRpVPcmg.jpg,Content Recommendation
Allison,_cLvP8QTNxeJiF17YUC90Q,Ming Garden,15 Kugler Rd,Limerick,PA,19468.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
Allison,UqYTMszykplowYci8YF_Lg,The Coffee Station,3518 Foulk Rd,Garnet Valley,PA,19061.0,3.5,https://storage.googleapis.com/2024capstone51/photos/3VnVph8hcOyEmXNvGQFW5g.jpg,Content Recommendation
Yvonne,3Z59UMun90xRiSU1XX8rhQ,Asian Taste Inn,2160 County Line Rd,Huntingdon Valley,PA,19006.0,4.0,https://storage.googleapis.com/2024capstone51/photos/UcnzHrHK8P6TYQHmkTY8cA.jpg,Content Recommendation
Yvonne,cZ9Kaebb2Epq15_JWzPHbQ,US Fried Chicken,1-C South Pennsylvania Ave,Morrisville,PA,19067.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
Yvonne,2nVKU0JJRndLPg46-Pdeug,Jacquette's Bakery,2076 Sproul Rd,Broomall,PA,19008.0,4.0,https://storage.googleapis.com/2024capstone51/photos/GrLCu6iaTM0BnZ1cRS951w.jpg,Content Recommendation
Yvonne,2dlQX5sP9X6Dlm1MmNOlSw,ReAnimator Coffee,1523 E Susquehanna Ave,Philadelphia,PA,19125.0,4.0,https://storage.googleapis.com/2024capstone51/photos/qcPcyvaPjn3q_KbZWtPe7Q.jpg,Content Recommendation
Yvonne,NAqhpVl3LLZQd_Ohsbjw1Q,Haddon Culinary,741 Haddon Ave,Collingswood,NJ,8108.0,5.0,https://storage.googleapis.com/2024capstone51/photos/eqOLumMSAcXyEOm2lynnMw.jpg,Content Recommendation
Yvonne,EUlSBUUuaPVQ7NftUbyf8A,Charlies Country Ribs,2528 W Diamond St,Philadelphia,PA,19121.0,3.5,https://storage.googleapis.com/2024capstone51/photos/aZ4n7CCBksLUoVGwF0mbeA.jpg,Content Recommendation
Yvonne,64ZTP8UF65KFtf9Xsn7rFQ,Sunflour Bakeshop,3131 Hwy 38,Mount Laurel,NJ,8054.0,4.5,https://storage.googleapis.com/2024capstone51/photos/onFGP4gUBpIyvf6oe8cR3w.jpg,Content Recommendation
Yvonne,UrYj-HI2I61BK_nsPEa_QQ,Starbucks,2201-2219 South Broad St,Philadelphia,PA,19148.0,3.5,https://storage.googleapis.com/2024capstone51/photos/OZAOmf2QAk7w1bSVu3salQ.jpg,Content Recommendation
Gutsy,sWPnsdr580BiXjUwUTQK4A,Redberry Nj,"086180000 Ewing, Ste 200A",Ewing Township,NJ,8618.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
Gutsy,aNNCjIDnTxn3YXRa4SnzYA,Vesper Sporting Club - Center City,223 S Sydenham St,Philadelphia,PA,19102.0,3.5,https://storage.googleapis.com/2024capstone51/photos/EKJ_g2qrm9fwnYWnTgk7Vg.jpg,Content Recommendation
Gutsy,uDUlCOZPyjPItSZYvVgYqA,Boardroom Spirits,575 W 3rd St,Lansdale,PA,19446.0,4.5,https://storage.googleapis.com/2024capstone51/photos/Wr9eeGXwy6udV3FohpTx-Q.jpg,Content Recommendation
Gutsy,PWlShgXsJ8Yj3ucD7n8kdA,The Ranstead Room,2013 Ranstead St,Philadelphia,PA,19103.0,4.0,https://storage.googleapis.com/2024capstone51/photos/4f6RgpqpRh60UTan1SVxgw.jpg,Content Recommendation
Gutsy,UrYsjkCWx21pn1arrYq9iA,Hookah Matata,27 W Gay St,West Chester,PA,19380.0,4.0,https://storage.googleapis.com/2024capstone51/photos/WEJbzodDcjLv0OGXY6--XA.jpg,Content Recommendation
Gutsy,EIj6irQyq2Oeq219EkFynw,Brasil's Nightclub,112 Chestnut St,Philadelphia,PA,19106.0,4.0,https://storage.googleapis.com/2024capstone51/photos/R7eZ2wyMdGSI6l2hJcPxZg.jpg,Content Recommendation
Gutsy,KdmepBjShqm-8twsvA3Q7A,Gaetano's the Original,498 Beverly Rancocas Rd,Willingboro Township,NJ,8046.0,3.5,https://storage.googleapis.com/2024capstone51/photos/z5tml6xkkD0DMqREBHlq9w.jpg,Content Recommendation
Gutsy,nzyWbORYOI8NYA7cLKeENA,The Nut Hut Saloon,1873 Frankford Ave,Philadelphia,PA,19125.0,3.5,https://storage.googleapis.com/2024capstone51/photos/lra2XePEjZMqT53WJ-9YFQ.jpg,Content Recommendation
Tawana,joeRm-_7T0XTkMdKo2nbaA,Paola's Pizzeria,128 N Wayne Ave,Wayne,PA,19087.0,4.5,https://storage.googleapis.com/2024capstone51/photos/TgjLpBV1Ke3B6-3ciLKu0A.jpg,Content Recommendation
Tawana,HfOLOAYMKNUer3eXXTLHew,Vanos Pizza & Italian Restaurant,1387 E Boot Rd,West Chester,PA,19380.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
Tawana,mTeNbKb9idbGoKJswtU_mA,Sarappos Pizza,3328 Bristol Rd,Bensalem,PA,19020.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
Tawana,Ms5xG8i4p80KSMcF3tt4ug,Sal DeForte's Ristorante,1400 Parkway Ave,Ewing,NJ,8628.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
Tawana,agTcS5LYZJe4gNiXK6nNkw,Buca D’Oro ,711 Locust St,Philadelphia,PA,19106.0,4.0,https://storage.googleapis.com/2024capstone51/photos/Yam0gVr2W5RaO290IGLC0Q.jpg,Content Recommendation
Tawana,j99PtxlKTW_u5alE4jiqHQ,Ralphs Italian Restaurant,760 S 9th St,Philadelphia,PA,19147.0,3.5,https://storage.googleapis.com/2024capstone51/photos/i3ndVaFJlrIUN6iNFfO_VQ.jpg,Content Recommendation
Tawana,uoMWvXch6sWnI9FMsE_-Vg,Cafe Napoli Restaurant & Pizzeria,4391 Kirkwood Hwy,Wilmington,DE,19808.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
Tawana,-JStjL-8mRZq4ov4uI1FaQ,Luberto's Brickoven Pizza,169 N Main St,Dublin,PA,18917.0,4.0,https://storage.googleapis.com/2024capstone51/photos/t_ALrn46VXOhfATn98Le8g.jpg,Content Recommendation
Angela,_viN7fnFJaaF6yC1HxJ_Xg,Agape Bakery,1222 Welsh Rd,North Wales,PA,19454.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
Angela,ehD-O_CRf7LYvoMIajh71w,Wayside Market,469 S Old Middletown Rd,Media,PA,19063.0,4.5,https://storage.googleapis.com/2024capstone51/photos/wiPIgl-7iy-TFRDEUMDsLw.jpg,Content Recommendation
Angela,1BihbEi39AE_nBBdBHwmng,Aavya Indian Cuisine,"201 2nd Ave, Unit 109",Collegeville,PA,19426.0,5.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
Angela,SKGGa_vtZtSOyX0JZ4AJbg,Amelia,49 W Ferry St,New Hope,PA,18938.0,4.0,https://storage.googleapis.com/2024capstone51/photos/7kS7DVkLGnCvLb0sHG503Q.jpg,Content Recommendation
Angela,w_JNBcdRer2wZlKMiC4hHA,Flannel,1819 E Passyunk Ave,Philadelphia,PA,19148.0,4.5,https://storage.googleapis.com/2024capstone51/photos/QQrZB8QnvVWt_43U2_nh_w.jpg,Content Recommendation
Angela,Q_pHfuSpVEIVfjJLUSTu3g,Faragalli's Bakery,1400 S 13th St,Philadelphia,PA,19147.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
Angela,wLlaYLBd1KygXqg1YHs_Mg,Mod India Restaurant,1110 Baltimore Pike,Glen Mills,PA,19342.0,4.5,https://storage.googleapis.com/2024capstone51/photos/IvyDVPR2HI4NGosqvoz8fw.jpg,Content Recommendation
Angela,1gafERYgGda_APaUC6jZMg,PLNT Burger,1575 The Fairway,Jenkintown,PA,19046.0,3.5,https://storage.googleapis.com/2024capstone51/photos/PBU0YfkclpDVbH3d0fyisw.jpg,Content Recommendation
Miss,agTcS5LYZJe4gNiXK6nNkw,Buca D’Oro ,711 Locust St,Philadelphia,PA,19106.0,4.0,https://storage.googleapis.com/2024capstone51/photos/Yam0gVr2W5RaO290IGLC0Q.jpg,Content Recommendation
Miss,Rh5lgaOjOeHIUSBpI20llw,La Fuente Mexican Grill,"23206 Columbus Rd, Ste C",Mansfield,NJ,8022.0,3.5,https://storage.googleapis.com/2024capstone51/photos/PYGVdwVLpt7oQEljkJ-anA.jpg,Content Recommendation
Miss,OEzYP44ER97a1hi4LgR6bA,QDOBA Mexican Eats,1054 Baltimore Pike,Springfield,PA,19064.0,3.5,https://storage.googleapis.com/2024capstone51/photos/UprENmvpeLL8hHzNTkpmUA.jpg,Content Recommendation
Miss,dIwOZoxwSpPUV3eMYFzPqw,El Guero  Mexican Food Truck,1256 W Montgomery Ave,Philadelphia,PA,19122.0,5.0,https://storage.googleapis.com/2024capstone51/photos/57vkSvF3HQP8gyQgStcodA.jpg,Content Recommendation
Miss,TttFjRQ-8Iz8by4hsD7iOQ,Angelina's,743 S 8th St,Philadelphia,PA,19147.0,4.5,https://storage.googleapis.com/2024capstone51/photos/ES_zA9pfrXRBUp_-cnmcwg.jpg,Content Recommendation
Miss,UNWb37aMC3nuWdszceGMxg,Tiffin Bryn Mawr,847 Lancaster Ave,Bryn Mawr,PA,19010.0,3.5,https://storage.googleapis.com/2024capstone51/photos/6EltpoTLZkNCgo3ViHQEOA.jpg,Content Recommendation
Miss,zwXT4m9svdg-xh2cKjEp-Q,Plaza Azteca - Kennett Square,186 Onix Dr,Kennett Square,PA,19348.0,3.5,https://storage.googleapis.com/2024capstone51/photos/b1NpXtCOSPscYHPrL6hxOA.jpg,Content Recommendation
Miss,Kd1rSxzR4IsvdPH1Z2cKTQ,New Britain Inn,376 W Butler Ave,Doylestown,PA,18901.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
Andrew,GAuweBrcC_wK3a0UhZjwfA,Loco Pez,2401 E Norris St,Philadelphia,PA,19125.0,4.0,https://storage.googleapis.com/2024capstone51/photos/S9Xlj9dO-ZBK2k6h6WxMWg.jpg,Content Recommendation
Andrew,NUJrCPU51Cvip4ayZD1P5g,Jose Pistola's,263 S 15th St,Philadelphia,PA,19102.0,3.5,https://storage.googleapis.com/2024capstone51/photos/HImeOO-8qp1u9retUF3H6g.jpg,Content Recommendation
Andrew,mWMc6_wTdE0EUBKIGXDVfA,Perkiomen Valley Brewery,101 Walnut St,Green Lane,PA,18054.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
Andrew,BzQiDngZIG0MfbjJFg-yUQ,The Post,129 S 30th St,Philadelphia,PA,19104.0,4.0,https://storage.googleapis.com/2024capstone51/photos/v3ZK1k98MXEdVTNijSEM_A.jpg,Content Recommendation
Andrew,5XXFFeHDa-lb-OcXGDKXpg,Bartaco,"160 N Gulph Rd, Ste C1100",King of Prussia,PA,19406.0,4.5,https://storage.googleapis.com/2024capstone51/photos/jfDE0IMvswz5_bQgUDGO6g.jpg,Content Recommendation
Andrew,Hv7e5Csyo4pfX60JtBPj3A,NetCost Market,2417 Welsh Rd,Philadelphia,PA,19114.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
Andrew,cXfQ9MqoG41RGd8oIaFxag,Palm Tree Gourmet,322 N Broad St,Philadelphia,PA,19102.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
Andrew,pgri9CUZXGy9hi6UMMQR6A,Louie Louie,3611 Walnut St,Philadelphia,PA,19104.0,4.0,https://storage.googleapis.com/2024capstone51/photos/iR8BJnLRIEifRKyDuP_iew.jpg,Content Recommendation
Amanda,G7dzr2QSLjZqf4D3Vr4msA,Three Potato Four,,Media,PA,19063.0,5.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
Amanda,9gOB2Tqc_LtvSRDxviFlHA,LaScala's Fire,"500 Rte 73 S, Ste E-14",Marlton,NJ,8053.0,4.0,https://storage.googleapis.com/2024capstone51/photos/UXU7Pm0fmKFaviVp4NO2bg.jpg,Content Recommendation
Amanda,gHuMBv4kPMZ_TP8FhN8ySw,Pierogi Factory,9965 Bustleton Ave,Philadelphia,PA,19115.0,4.5,https://storage.googleapis.com/2024capstone51/photos/9Mr-XO0Tp1OFZxRyDFgXxQ.jpg,Content Recommendation
Amanda,1Udx96kKBSHZhiy51mKtgQ,Byrsa Bistro Kennett,127 East State St,Kennett Square,PA,19348.0,4.5,https://storage.googleapis.com/2024capstone51/photos/XkCcn2WaaHRVW0Rc6B7wDA.jpg,Content Recommendation
Amanda,K9WeFqsGnQXTPFskzYCPAw,Lali Restaurant,744 Red Lion Rd,Philadelphia,PA,19115.0,3.5,https://storage.googleapis.com/2024capstone51/photos/Tmu3PFWGnaay3dyM7k61Bw.jpg,Content Recommendation
Amanda,yC5-vAGP8f3fHVClI5hmwA,Dutch Country Farm Market,3190 Schuylkill Rd,Spring City,PA,19475.0,4.5,https://storage.googleapis.com/2024capstone51/photos/DbE3SfDUmLJMZTMbgt24zQ.jpg,Content Recommendation
Amanda,OVZFGt5DsZKhlFA9cC8Acg,Target,160 W Dekalb Pike,King of Prussia,PA,19406.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
Amanda,JTfThloapiNtmItaDvCMJA,Dew Point Brewing Company,2878 Creek Rd,Yorklyn,DE,19736.0,4.5,https://storage.googleapis.com/2024capstone51/photos/QTlHGRFBn8TSFUESPAHFkQ.jpg,Content Recommendation
Cat,wY1kNLhJmt8bXPca-gNjIg,Wing Lee Cuisine,"537 Easton Rd, Ste 3",Horsham,PA,19044.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
Cat,ZDg4siM2zLF4Rt8ZTqR8BA,John's Village Market & Deli,1 Pennsylvania Ave,Wayne,PA,19087.0,4.0,https://storage.googleapis.com/2024capstone51/photos/59NeVQK3dDdwI4fqH3HCRA.jpg,Content Recommendation
Cat,d8X3YfaxDcPM_CGJB1t5rw,Thai Fusion Kitchen,1600 Macdade Blvd,Folsom,PA,19033.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
Cat,V91WJMgeM4IdJERaNGFPUQ,Lake House,611 Taylor Rd,Newfield,NJ,8344.0,3.5,https://storage.googleapis.com/2024capstone51/photos/H3wKLs7w8pdDe4iNt3FrKg.jpg,Content Recommendation
Cat,s9__MGvr-D6mj9HT8xRVtQ,Lemon Tree Asian Restaurant,520 Simpson Dr,Chester Springs,PA,19425.0,4.5,https://storage.googleapis.com/2024capstone51/photos/dE6rEc3KRCxANFztUMyYgw.jpg,Content Recommendation
Cat,pFMGXlE1NwEXYPBgw3kRnA,Southern Inn,5741 Woodland Ave,Philadelphia,PA,19143.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
Cat,v7ibuvyZutqZ7pjMCH1exg,Frank's Spaghetti House,7602 Castor Ave,Philadelphia,PA,19152.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
