user,business_id,business_name,address,city,state,postal_code,stars,hyperlink,Model
Anonymous,cLlBDZxYJ1dt1JgMuZnXew,Olly,700 S 5th St,Philadelphia,PA,19147.0,4.0,https://storage.googleapis.com/2024capstone51/photos/ArreE-gb03yKEoK3gm14bg.jpg,Popularity Model
Anonymous,MMRRS6YhVRx_iN5-JhMRYg,Han Dynasty,3711 Market St,Philadelphia,PA,19104.0,4.0,https://storage.googleapis.com/2024capstone51/photos/0uGdazRaSDU3KWeHqwCu1Q.jpg,Popularity Model
Anonymous,ugSVRAKO6mxvsrElFg8USw,México Lindo,700 Moore St,Philadelphia,PA,19148.0,4.5,https://storage.googleapis.com/2024capstone51/photos/tQOkQh3wYZDfDtWm2fmptA.jpg,Popularity Model
Anonymous,YCwWrnOh8qUmQbgQ4p02AA,Alfredo's Pizza,2900 W Chester Pike,Broomall,PA,19008.0,4.5,https://storage.googleapis.com/2024capstone51/photos/XNrUofb0Vxde37ET1k-rbQ.jpg,Popularity Model
Anonymous,qmxmUc4xzNt3ogaZLH8Eiw,Versi Vino,461 Route 38 W,Maple Shade,NJ,8052.0,5.0,https://storage.googleapis.com/2024capstone51/photos/FYjdmnWQCLlRA2IqCuCZcA.jpg,Popularity Model
Anonymous,2Q1R2OhBbAQ581vK_r7NhA,Ooka Restaurant,1109 Easton Rd,Willow Grove,PA,19090.0,4.0,https://storage.googleapis.com/2024capstone51/photos/zGIQNg9AQps53b1rSVFL0Q.jpg,Popularity Model
Anonymous,kgywEv9dQHcvEAu741y3RQ,New Bamboo Garden,421 Hurffville-Crosskeys Rd,Sewell,NJ,8080.0,4.0,https://storage.googleapis.com/2024capstone51/photos/gY9Nn1E3JIB-16jxyteuxw.jpg,Popularity Model
Anonymous,3Z59UMun90xRiSU1XX8rhQ,Asian Taste Inn,2160 County Line Rd,Huntingdon Valley,PA,19006.0,4.0,https://storage.googleapis.com/2024capstone51/photos/UcnzHrHK8P6TYQHmkTY8cA.jpg,Popularity Model
Anonymous,eqNutOMnPqKa9QDAY6KfEw,J'aime French Bakery,212 S 12th St,Philadelphia,PA,19107.0,4.5,https://storage.googleapis.com/2024capstone51/photos/i34CcW4UH_hdRrZaDA-Prg.jpg,Popularity Model
Anonymous,P7oAQxDu8rapFn8QY0nmyA,LesbiVeggies,112 W Merchant St,Audubon ,NJ,8106.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Popularity Model
Anonymous,Ims_IgNKoDts2FdFNROQJQ,Los Machetes Authentic Mexican Restaurant,856 Chester Pike,Prospect Park,PA,19076.0,4.0,https://storage.googleapis.com/2024capstone51/photos/YmzPoKTrKVG2ffUt6fGonA.jpg,Popularity Model
Anonymous,Tl24lMv2aCuLs4u45NquJQ,Lamberti's Tutti Toscani,1491 Brace Rd,Cherry Hill,NJ,8034.0,4.5,https://storage.googleapis.com/2024capstone51/photos/JtpVkri-I8bjWHoP8hoHbQ.jpg,Popularity Model
Anonymous,eL673KqwAGpJQ4z-MAaZ7Q,Kokoro Ramen,1473 Brace Rd,Cherry Hill,NJ,8034.0,4.5,https://storage.googleapis.com/2024capstone51/photos/qXTVyAdcfzJBmmLOZXFP0A.jpg,Popularity Model
Anonymous,14ZGwnDyydXdSBsLXpSUrA,Vientiane Café,4728 Baltimore Ave,Philadelphia,PA,19143.0,4.0,https://storage.googleapis.com/2024capstone51/photos/MpO2KxVMwO8s38LfxNWc9A.jpg,Popularity Model
Anonymous,5XXFFeHDa-lb-OcXGDKXpg,Bartaco,"160 N Gulph Rd, Ste C1100",King of Prussia,PA,19406.0,4.5,https://storage.googleapis.com/2024capstone51/photos/jfDE0IMvswz5_bQgUDGO6g.jpg,Popularity Model
Anonymous,5R6YO6K9PkthkTbXqV9slQ,Sakura Japanese Restaurant,4713 Kirkwood Hwy,Wilmington,DE,19808.0,4.0,https://storage.googleapis.com/2024capstone51/photos/oaQrTluW6Fq6iwQ95yjGaw.jpg,Popularity Model
Anonymous,H3p3b8nbB3OtIfQyQGKDkg,Eet Gud Bakery,2113 Hamilton Ave,Trenton,NJ,8619.0,4.5,https://storage.googleapis.com/2024capstone51/photos/HtfALuTkq_jOCm0JRn5FnQ.jpg,Popularity Model
Anonymous,9XpU6r6ATXSWYfbU7kibaQ,Passero's Coffee Roasters,1601 John F Kennedy Blvd,Philadelphia,PA,19103.0,4.5,https://storage.googleapis.com/2024capstone51/photos/qMMaSeVfLkiZDZS3S-SrkQ.jpg,Popularity Model
Anonymous,Ah7mpTWpdflSaCZHKHx8Dg,Yori's Church Street Bakery,15 N Church St,West Chester,PA,19380.0,4.5,https://storage.googleapis.com/2024capstone51/photos/MGQz2-e-IszbFucLo0JDWw.jpg,Popularity Model
Anonymous,ld1b8y_PHH6Mn_e7T0u04g,Gachi Sushi and Noodle,"8500 Essington Ave, A West Terminal",Philadelphia,PA,19153.0,4.0,https://storage.googleapis.com/2024capstone51/photos/J5K8cVKyXzpNFshZTA8xeA.jpg,Popularity Model
Anonymous,y8R6_RZsBO-b__bJaQjuaw,Factory Donuts,2828 S Eagle Rd,Newtown,PA,18940.0,4.0,https://storage.googleapis.com/2024capstone51/photos/W_GT-V-lKOgUoS0wZH4xQA.jpg,Popularity Model
Anonymous,76xVA7wmqKLURF0tN82N5w,Bar Avalon,116 E Gay St,West Chester,PA,19380.0,4.0,https://storage.googleapis.com/2024capstone51/photos/qw9MmPX9bO0gKxwsfoWDqQ.jpg,Popularity Model
Anonymous,GOSVLhjUT6TnrPhkkmDOpw,Vineyards Cafe,847 N 16th St,Philadelphia,PA,19130.0,4.5,https://storage.googleapis.com/2024capstone51/photos/_58-yDZ3Pc9d3K97V1qtww.jpg,Popularity Model
Anonymous,kOHcpCZQd4uNp6G2uE8o2A,PrimoHoagies,1528 W Ritner St,Philadelphia,PA,19145.0,4.0,https://storage.googleapis.com/2024capstone51/photos/1gegle3ybnJBRQru-_UlOw.jpg,Popularity Model
Anonymous,h85b3MFPWyaopMBy8DpBpA,Ron's Caribbean Cuisine,5726 N Broad St,Philadelphia,PA,19141.0,4.0,https://storage.googleapis.com/2024capstone51/photos/hwhXDKFgUE7pYj35xHMGug.jpg,Popularity Model
Anonymous,T5f-IRQWQYgFQbgO_kVkvg,Northbrook MarketPlace,1805 Unionville Wawaset Rd,West Chester,PA,19382.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Popularity Model
Anonymous,iXemjTj5TOByT1-cNTSaDw,PureBread Deli,1309 Churchmans Rd,Newark,DE,19713.0,4.0,https://storage.googleapis.com/2024capstone51/photos/_qXXHFI-QcM56BTqrSOLzw.jpg,Popularity Model
Anonymous,7wQEzj-0yOpLiANNLuUflQ,Deepwater Diner,455 Shell Rd,Penns Grove,NJ,8069.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Popularity Model
Anonymous,3CsBRtDT5WOUu8IY0mHhXw,Slices Pizza,4249 Ridge Ave,Philadelphia,PA,19129.0,4.0,https://storage.googleapis.com/2024capstone51/photos/1qb_BvmXDf8nc7LckEZr3w.jpg,Popularity Model
Anonymous,1NCUTTp6rIyXpwUDVv9qOA,Lazos Pizza & Grill,2533 Poplar St,Philadelphia,PA,19130.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Popularity Model
Anonymous,Yv9KUZ-N3otoKUtToPPxAg,The Hattery Stove & Still,18 W State St,Doylestown,PA,18901.0,4.0,https://storage.googleapis.com/2024capstone51/photos/KDVs7wiecEaYVudvDTaWDQ.jpg,Popularity Model
Anonymous,yYuRiXwKTRP46dsyMVstKA,Organico Pizza,21 N Maple Ave,Marlton,NJ,8053.0,4.0,https://storage.googleapis.com/2024capstone51/photos/strPG1eSuKA33mO_fdrDlw.jpg,Popularity Model
Anonymous,mQvRi0nm84Www71d4qOheQ,Ekta Indian Cuisine,1003 1/2 W Lancaster Ave,Bryn Mawr,PA,19010.0,4.0,https://storage.googleapis.com/2024capstone51/photos/39OPj8_7j7PnjJxevN_Jkw.jpg,Popularity Model
Anonymous,I2xoIjcjxQHRg4-5msu8tg,Lima Fusion,32 S Main St,New Hope,PA,18938.0,4.0,https://storage.googleapis.com/2024capstone51/photos/OrPtGe_umutKO-DC0ci2ag.jpg,Popularity Model
Anonymous,YdpDpp130fxiX2DUdQLSqg,Bardea Food & Drink,620 N Market St,Wilmington,DE,19801.0,4.5,https://storage.googleapis.com/2024capstone51/photos/snaFMFgX6aQ-Q_sHzRr0pw.jpg,Popularity Model
Anonymous,iwlPkTBb2CtjD0oe-baXnA,Imperial Pizza,615 South Ave,Secane,PA,19018.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Popularity Model
Anonymous,oYzq49fG7jokPLQ38bFMOw,Hachi,4275 County Ln Rd,Chalfont,PA,18914.0,4.5,https://storage.googleapis.com/2024capstone51/photos/PyeJ7FMbd3WHFDoDLh2M1w.jpg,Popularity Model
Anonymous,8LonS_bxNmCDk3FWiG9lzA,Tomo Sushi & Ramen,228 Arch St,Philadelphia,PA,19106.0,4.5,https://storage.googleapis.com/2024capstone51/photos/tUCIF_i_HAEc-6JLLzGSdg.jpg,Popularity Model
Anonymous,ioAcpe5KRvacB2lna-wdaw,Felicias Pizza Kitchen,18 W Lancaster Ave,Ardmore,PA,19003.0,4.0,https://storage.googleapis.com/2024capstone51/photos/X3gH2DD1U369w0XRKGwwXA.jpg,Popularity Model
Anonymous,EROSyhoWNCUH53NrDrsHgQ,Mary's Kountry Kitchen,222 Main St,Wilmington,DE,19804.0,4.0,https://storage.googleapis.com/2024capstone51/photos/aN8PFUpPKTx_I6iMRJV93g.jpg,Popularity Model
Anonymous,C8ge1djpXbFPyhzp2Yhzfw,Angie's Luncheonette,15 Park St,Bordentown,NJ,8505.0,4.0,https://storage.googleapis.com/2024capstone51/photos/x-mdh3K4C5N33R_T4R0sYw.jpg,Popularity Model
Anonymous,9Y5JPV0TFZpJXFokFxwewQ,Asian Chef Fusion Cuisine,882 Union Mill Rd,Mount Laurel,NJ,8054.0,4.0,https://storage.googleapis.com/2024capstone51/photos/0-i4gd9KWfBOEFZ9MBitFA.jpg,Popularity Model
Anonymous,I5KZm-NnxYeEQsmp6nK5_w,Las Cazuelas Restaurant BYOB,426 W Girard Ave,Philadelphia,PA,19123.0,4.0,https://storage.googleapis.com/2024capstone51/photos/aKwQ9l_NS4D7M6e76J_y9w.jpg,Popularity Model
Anonymous,idu9-lsH5FJ54xt9QdNezQ,Il Giardino,907 N Bethleham Pike,Spring House,PA,19477.0,4.0,https://storage.googleapis.com/2024capstone51/photos/wg4hqTkIOxnTQ9OFVdEc_A.jpg,Popularity Model
Anonymous,UQssxfQY7LcLEtagk9ecog,Aroma Indian Bistro,43 S Centre St,Merchantville,NJ,8109.0,4.5,https://storage.googleapis.com/2024capstone51/photos/EkL8hnM2bixvDM11Uta2Ng.jpg,Popularity Model
Anonymous,Jubq4o59PS1Q3vyxBgrtQw,Rolling Stars,"706 E Market St, Ste 200",West Chester,PA,19382.0,4.0,https://storage.googleapis.com/2024capstone51/photos/d7psqY5CxeQ7EQATCeI5oQ.jpg,Popularity Model
Anonymous,zwTmOj4B_OVPMTMYijQiKg,Queen Sheba,4511 Baltimore Ave,Philadelphia,PA,19143.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Popularity Model
Anonymous,dYicZfoQApq5y0vO6FbLtw,La Campagnola,439 Oakshade Rd,Shamong,NJ,8088.0,4.0,https://storage.googleapis.com/2024capstone51/photos/u2pSTPrf1GFivdwTtC7gDw.jpg,Popularity Model
Anonymous,Bih0eT_lbbCUwKmGYpX0hw,Ricci's Hoagies,1165 S 11th St,Philadelphia,PA,19147.0,4.0,https://storage.googleapis.com/2024capstone51/photos/kFzbufSTeCUNJEojtgWFCA.jpg,Popularity Model
Anonymous,lTkkSkvVhJIbHqVJKv6w9w,Classic Asia,611 Station Ave,Haddon Heights,NJ,8035.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Popularity Model
Anonymous,V7TaLZ5EB94hqRIZ1_xjGQ,Kawa Japanese Cuisine,821 W Sproul Rd,Springfield,PA,19064.0,4.5,https://storage.googleapis.com/2024capstone51/photos/Im8fVNh1pwo9EHQOpO___Q.jpg,Popularity Model
Anonymous,HFuAKE0uZ-frIMjroeA-cA,SET NoLibs,"1030 N 2nd St, Unit 101",Philadelphia,PA,19123.0,4.0,https://storage.googleapis.com/2024capstone51/photos/qjMez1_1aHznj0xB05uITg.jpg,Popularity Model
Anonymous,E-DcL1u330qwvoxXhipmUQ,George's Sandwich Shop,900 S 9th St,Philadelphia,PA,19147.0,4.0,https://storage.googleapis.com/2024capstone51/photos/VM5GV-8XjZ1fZ_Jbft-IyQ.jpg,Popularity Model
Anonymous,SkWaAf50KiN2m0zXfnAuiA,Luigi's Cafe,723 Ace Memorial Dr,Hockessin,DE,19707.0,4.5,https://storage.googleapis.com/2024capstone51/photos/oDwrEY7dorNP8LqnhmNaAQ.jpg,Popularity Model
Anonymous,eFvzHawVJofxSnD7TgbZtg,Good Karma Cafe,928 Pine St,Philadelphia,PA,19107.0,4.0,https://storage.googleapis.com/2024capstone51/photos/2DHo3fsLrAjB9ht1oGS4VA.jpg,Popularity Model
Anonymous,gK9CdFaCXmHoW8aLfXiSqg,Tired Hands Fermentaria,35 Cricket Ter,Ardmore,PA,19003.0,4.0,https://storage.googleapis.com/2024capstone51/photos/HaRFPZnsAwDE6M_qN2Nptw.jpg,Popularity Model
Anonymous,1ZRGRUd3y5a8vrgUyzMcnQ,Jaco Juice and Taco,8 W Gay St,West Chester,PA,19380.0,4.0,https://storage.googleapis.com/2024capstone51/photos/VJlOoINDUnQiPgssul1eAw.jpg,Popularity Model
Anonymous,c6r29yLfVhZaSyrtsNVLRQ,The Palace of Indian,1533 S 11th St,Philadelphia,PA,19147.0,4.0,https://storage.googleapis.com/2024capstone51/photos/2rLkGhfZD6s3dhAv4uOcRw.jpg,Popularity Model
Anonymous,uz0Af3aczwENPY48UUEY0Q,Valente’s Cucina,7 Kings Ct,Haddonfield,NJ,8033.0,5.0,https://storage.googleapis.com/2024capstone51/photos/g0us_e9YGx06vnFDCufsSA.jpg,Popularity Model
Anonymous,v3cbEy9tUWqeVVHQM5ZZ4A,Harvinskins Seafood Market & Cafe,3401 Federal St,Camden,NJ,8105.0,4.5,https://storage.googleapis.com/2024capstone51/photos/cgLVCG1kfEyYm7o43-3CZA.jpg,Popularity Model
Anonymous,XpTNCVbO5wL1DtDyKzKqfA,Holmesburg Bakery,7935 Frankford Ave,Philadelphia,PA,19136.0,4.0,https://storage.googleapis.com/2024capstone51/photos/AH90QMBcKx8gRFqXeKm3Ww.jpg,Popularity Model
