business_id,name,address,city,state,postal_code,stars,hyperlink,Model
XT80TPuzEPP7t7x8-M9mxg,Mr Wok,1250 S Broad St,Trenton,NJ,8610.0,2.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
3D2hDzIkashmMJ6BKBoy9A,Cynthia's Soul Grill,1601 Dekalb St,Norristown,PA,19401.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
YxHtKm78yw9mpyE-OTJ8-Q,Rudy's Tavern,7160 Marshall Rd,Upper Darby,PA,19082.0,3.0,https://storage.googleapis.com/2024capstone51/photos/S9nyU69Pcypbpb5VLFk56g.jpg,New Content
DNA6jRC6wt0QXO4zN-BdXw,New Napoli Famous Pizza,911 Tyson Ave,Philadelphia,PA,19111.0,2.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
fVkyuNElYY3AO4a3SxchCg,Wawa,2 N White Horse Pike,Somerdale,NJ,8083.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
fCFUlCHG4spZ3O0vbqnYjA,Pat's Pizzeria,2008 W Newport Pike,Wilmington,DE,19804.0,2.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
mhkPodUyu4xQe5QBXXlYdA,Wawa,451 West Ridge Pk,Royersford,PA,19468.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
UjhAD9kZe7-wUTjD0BGh9w,Wawa,2290 Clement Ave,Pennsauken,NJ,8109.0,2.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
LpIKjMR5ERpyzEN1tbf3fw,H&B New York Deli & More,3905 State Rd,Drexel Hill,PA,19026.0,4.5,https://storage.googleapis.com/2024capstone51/photos/IV9kaTGDAA7NLG40lmoXOQ.jpg,New Content
FbxSLGh4Oe9uYqqhTygJrQ,Richman's Ice Cream,1594 Market St,Linwood,PA,19061.0,3.0,https://storage.googleapis.com/2024capstone51/photos/k5JapQb3r0iBQwFXJtJ3gA.jpg,New Content
7b-4PtkVI_qZ76jp4rz8Bg,Ricky Cafe,2-4 N 32nd St,Philadelphia,PA,19104.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
Ma1-ObBgnDiC1IHS3xZ-hw,Dairy Queen,55 S Delmorr Ave,Morrisville,PA,19067.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
x4jqqs-Hr7YXYJEqXVTR8w,Pittsgrove Deli & Grocery,1031 Centerton Rd,Pittsgrove Township,NJ,8318.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
fGRyOyp06v5DsKM3mvPXNw,ShopRite of Willingboro,400 J F Kennedy Way,Willingboro,NJ,8046.0,1.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
dm9UbH8XPAP6735lHRYILA,Ruby's Roof Jamaican Restaurant,5706 N 5th St,Philadelphia,PA,19120.0,1.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
r0Gz71sm-Wsh4J4kjiaViw,Mom's Seafood,2312 N 29th St,Philadelphia,PA,19132.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
aVRVBncwdK3GrqLKLFPKAg,Paradise Pizzeria,1363 E Lycoming St,Philadelphia,PA,19124.0,1.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
4w6Z5v0uVt08oSBaA3342A,Wawa,600 Cinnaminson Ave,Palmyra,NJ,8065.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
wNj6mfivohSUpwP5AjmLoQ,La Esquina del Bronco,2265 N Howard St,Philadelphia,PA,19122.0,3.5,https://storage.googleapis.com/2024capstone51/photos/_UFbTgGTaTnUPh52K4GafQ.jpg,New Content
9UN4wK1uSo77x50A5J1Jbg,J S Breakfast,1154 Haddon Ave,Camden,NJ,8103.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
nCZR84HJcR1MTjDrJfHkcg,The Munchy Machine,4002 W 9th St,Trainer,PA,19061.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
z5RwzAP8Xo10FVYdrrSEIg,Jireh Restaurant,687 S Clinton Ave,Trenton,NJ,8611.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
9L-tpGPeBIPPckZwGSN6ug,Tony's Family Restaurant,623 Schuylkill Rd,Phoenixville,PA,19460.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
7XC1bvgBkFa425SJf8vIbw,Caffe Napoli,777 Harrahs Blvd,Chester,PA,19013.0,2.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
_30PYsnQuGax9SbSnVL0-A,Mr China,359 Pennington Ave,Trenton,NJ,8618.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
X3Qa-dXb2DFdZZ2UnAfSVg,Dunkin',"1619 Grant Ave, Ste 5",Philadelphia,PA,19115.0,1.0,https://storage.googleapis.com/2024capstone51/photos/dnc3GTEg_SDnd1fwn8AUKg.jpg,New Content
dXQrVqsVNhQLxGL01zVQ8w,Wendy's,700 East Gay Street,W.Chester,PA,19380.0,3.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
cLNyFQ3T7p_Kcf09IburKw,Dunkin',6620 N Broad St,Philadelphia,PA,19126.0,1.5,https://storage.googleapis.com/2024capstone51/photos/iLUTEDcNad8qlujIY9i_1Q.jpg,New Content
wUiJDkB_YUZEgTQshpUZZg,Xin Xing House,6057 Castor Ave,Philadelphia,PA,19149.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
WSrHn_qHCOHqF5BfOmTr1g,State of New Jersey Motor Vehicle Comission,"199 E Broadway, Fl 1",Salem,NJ,8079.0,2.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
W0ssKXv6a1uMEwgXVR0sOg,Philly Pretzel Factory,200 N Black Horse Pike,Williamstown,NJ,8094.0,2.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
2s1e-4t_35JfQBXAluqqzg,McDonald's,72 S Clinton Ave,Trenton,NJ,8609.0,1.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
1EPIMv80uW932NQR7wSpsw,National Park Pub,610 Hessian Ave,National Park,NJ,8063.0,3.0,https://storage.googleapis.com/2024capstone51/photos/mh-GA74SEZ5xNTZM8rw3PA.jpg,New Content
nVZodgIcBiPxIYmyZpu38A,Crown Chicken & Grill,2201 Edgmont Ave,Chester,PA,19013.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
Y9GZffGOGg5EBtErDaDHgw,Hunan Wok,1400 Berlin Rd,Cherry Hill,NJ,8003.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
YiuvwMY1Ay5H1_cURsD6_Q,Italy to go,1810 Wilmington Pike,Glen Mills,PA,19342.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
qaTohPleCsOlYOYSfIOsrw,Philly Pretzel Factory,696 High St,Burlington,NJ,8016.0,3.5,https://storage.googleapis.com/2024capstone51/photos/XmmaG8M8Gt8ZONTbevEC-Q.jpg,New Content
oEANneKo_n19RbAK2yRBrg,McCalley's Tavern,850 Kings Hwy,West Deptford,NJ,8096.0,4.5,https://storage.googleapis.com/2024capstone51/photos/gaLDaJyszWL5bhmDFPwWwQ.jpg,New Content
NwwIQ6CThuQfVWtCGuP68A,Tommy's,1118 Taylorsville Rd,Washington Crossing,PA,18977.0,4.5,https://storage.googleapis.com/2024capstone51/photos/IRZh3IyYUMmWA8mwX-G1aQ.jpg,New Content
ybgLYF_SpBTmlWqa3S3lcw,Subway,330 Upland Square Dr,Pottstown,PA,19464.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
pYiRiBB6ZsNLQYQNAscTdA,Jethro's Country Kitchen,18 W Lightcap Rd,Pottstown,PA,19464.0,3.5,https://storage.googleapis.com/2024capstone51/photos/Dd8LASeVGOIflMVpe5xldA.jpg,New Content
LrZ5-YoLk-n6OsmE7NUskQ,Wawa,2999 East Evesham Rd,Voorhees,NJ,8043.0,3.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
mtXTk0-IRTS8d0w16ihRPw,Dunkin',4639 Ogletown Stanton Rd,Newark,DE,19702.0,2.0,https://storage.googleapis.com/2024capstone51/photos/-IMdSxtWgx5qBoyhb2LeMQ.jpg,New Content
nJEw8L-PhR_2kX0ui7JPZA,Domino's Pizza,79 Baltimore Pike,Avondale,PA,19311.0,3.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
tqY2t5a5E6YQKfW4jL8Vfg,Wingstop,6391 Oxford Ave,Philadelphia,PA,19111.0,3.0,https://storage.googleapis.com/2024capstone51/photos/DJND0WNg8dMA7LAC8epTJA.jpg,New Content
iuoh6R7yIvKxffYsb5fH_A,Crown Chicken & Burger,1408 South St,Philadelphia,PA,19146.0,1.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
uWyy81dLJoK0WuxPw2_REA,Fruit Salad Cart,20 S 17th St,Philadelphia,PA,19103.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
M99ZH5s10gditCQZCJfCMQ,McDonald's,301 Brunswick Cir,Lawrence Township,NJ,8648.0,2.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
KZ89bxkehTqrmn63wUp8DQ,Lil Dom's Pizzeria,1776 S Easton Rd,Doylestown,PA,18901.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
-eJJKj0ClOvumIYksYSdcQ,Puff Daddy's Sandwich Shop,Mill Rd,Wilmington,DE,19804.0,4.0,https://storage.googleapis.com/2024capstone51/photos/BCL7FXvaYmKgMV9YchwHMQ.jpg,New Content
_VQbAFHvYi50fJbfxlY6Yw,Cucina Italiana,2955 Market St,Philadelphia,PA,19104.0,2.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
CAmNxn6wBszgUH5_EQEJug,Street Food Sandwich Shop,7 S York Rd,Hatboro,PA,19040.0,5.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
jfv6PEdL5KchI-DGJlnbWQ,Dunkin',301 N. Maryland Ave,Wilmington,DE,19804.0,2.0,https://storage.googleapis.com/2024capstone51/photos/oC7DXdeKenPaH_wgPSc53Q.jpg,New Content
_KqbkPAOI0s2ss0m-ucF5A,Mongkoltepmunee Buddhist Temple,3304 Knights Rd,Bensalem,PA,19020.0,5.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
KBetoimeYM9pN4KFWvL1KA,Keep It Shrimple,1661 Blackwood Clementon Rd,Blackwood,NJ,8012.0,3.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
_p84ZoOHP6UUqBU9RvO1bw,Haggerty's Cafe,2373 MacDade Blvd,Holmes,PA,19043.0,3.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
uAlZsR2u3sArs6vuuHl0mQ,Augusta Grille,1612 N Dupont Hwy,New Castle,DE,19720.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
w9V9NyUMPYCtEmnwICf0QQ,John's Corner Deli,3231 Concord Rd,Aston,PA,19014.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
xd2QyNuEA6gt6Yqn_Yt5iA,Bud's Cafe,31 W Winona Ave,Norwood,PA,19074.0,5.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
lqQxSrrlTCBn15Y8_XiChw,Restaurante Morelos,611 West Strasburg Rd,West Chester,PA,19382.0,5.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
vF9PBhB_5SrQHbCXtyYijA,Hibachi Shokudo,1301 Vine St,Philadelphia,PA,19107.0,4.5,https://storage.googleapis.com/2024capstone51/photos/IIYkvcgZzTWBt4zd2h6NJg.jpg,New Content
gBnolnh_bPI3WKsAs-avcA,Pizza Hut,"798 Woodlane Rd, Unit  15",Westampton,NJ,8060.0,2.5,https://storage.googleapis.com/2024capstone51/photos/lYiK2DIK9inlzYYkJeoH4A.jpg,New Content
Xsuh82b0dlkXQLVgp4dWiA,Tarantini Panzarotti,2060 Springdale Rd,Cherry Hill,NJ,8003.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
8JwafFqgloTVXkk94LGqag,Shop Mark Supermarket,2522 W Lehigh Ave,Philadelphia,PA,19132.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
gLPlHz4xHajEWqQ88w8_tg,Wawa,579 N Lewis Rd,Royersford,PA,19468.0,3.5,https://storage.googleapis.com/2024capstone51/photos/UG7AoEJqfe8o8s_N6zvx0w.jpg,New Content
PLJyFaxHZv5UkbNPdMdWnw,Cheeseboro's Kitchen,293 Green Ln,Ewing Township,NJ,8638.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
kka9G6czM7e7QdXFQbRo9A,Wawa,1920 West Macdade Blvd,Woodlyn,PA,19094.0,4.0,https://storage.googleapis.com/2024capstone51/photos/mRA_8IYU_HgyxTIreLkOzg.jpg,New Content
-uPvL8kLaSzG-KxkSKL6RA,Hong Kong Deli,3294 Gaul St,Philadelphia,PA,19134.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
cU0_JyREJ-3vwaNxRdmmig,Crave Pitman,9 S Bdwy,Pitman,NJ,8071.0,4.5,https://storage.googleapis.com/2024capstone51/photos/6HerMLt7t3U2Rd0DJpl0Yw.jpg,New Content
f_SzhRI25oSaNNu2RpYgJA,Gourmay Diner,6208 Passyunk Ave,Philadelphia,PA,19153.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
b1HPkR9No_faueK3dSE6_Q,Makefield's Public House,1418 Woodside Rd,Yardley,PA,19067.0,4.0,https://storage.googleapis.com/2024capstone51/photos/faJyU435gttW5AwIFS9BXA.jpg,New Content
CZuC-Yp3O96vUyk-mvAd4A,Chat On Chew,435 W Chew Ave,Philadelphia,PA,19120.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
sGdpqF3LRPMJfr7ickXlgg,Wawa,3800 Garret Rd,Drexel Hill,PA,19026.0,3.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
nnr4ejOo4CkdG4Do8QJa6g,Mister Meat,3945 Federal St,Pennsauken,NJ,8110.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
uMoHJJg3zFNjh09WxN8HWA,Taqueria Atexquita,220 New Castle Ave,New Castle,DE,19720.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
i-FcfJpx8COXHJuj4PFb3Q,Azione,241 Chestnut St,Philadelphia,PA,19106.0,2.0,https://storage.googleapis.com/2024capstone51/photos/3WMs8wjl1hRW5YL9o1dxPA.jpg,New Content
PF0zJt5Oc_uQ4UlupWrMeg,Bottino's Supermarket of Washington Township,Hurffville Crosskeys,Sewell,NJ,8080.0,3.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
k5KoKw-Vn21Du3HismOxtA,Tuscan Bistro,475 Hurffville-Crosskeys Rd,Sewell,NJ,8080.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
5HU_irhMv4hciHoVv_7_5Q,Jersey Mike's Subs,4347 W Swamp Rd,Doylestown,PA,18902.0,3.5,https://storage.googleapis.com/2024capstone51/photos/aXmK8fXpfIvDNLi853z5qg.jpg,New Content
TxDWECm9PbIboftdEoPeTQ,Hola Taco,1084 Lancaster Ave,Downingtown,PA,19335.0,2.0,https://storage.googleapis.com/2024capstone51/photos/OrgFxFeQUOquSJq9ZIIdEw.jpg,New Content
KrJcaM7Fh-NClOIXfB-s4g,Espresso! Coffee Bar,1201 N Market St,Wilmington,DE,19801.0,4.5,https://storage.googleapis.com/2024capstone51/photos/ksfAIQ_zar3j0GylxKm8hA.jpg,New Content
Y4yzcuNNi2Lh8WEfr5dEtg,Chinatown Chinese Restaurant,3219 Chichester Ave,Upper Chichester,PA,19061.0,3.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
7j-s7IsivJLszx0s0w_QNw,Montego Grill,5222 Walnut St,Philadelphia,PA,19139.0,1.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
OWGo9J-RotuHTDu5kUp0lw,Debbie's Deli,1720 Liberty St,Trenton,NJ,8629.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
_iUlEsWFSQrvujrIssuMNQ,Wawa,10 Davisville Rd,Warminster,PA,18974.0,3.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
RnMGVQpGRmEmJlI7Uewi4A,Taijiang Snackies,106 N 10th St,Philadelphia,PA,19107.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
cPBngGz1gvCS8J8kK8frpw,Jakes Place,5550 Chester Ave,Philadelphia,PA,19143.0,3.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
55X3tkJf7TJGdOOHOIxGag,Kyushu Ramen & Sushi,907 S 9th St,Philadelphia,PA,19147.0,5.0,https://storage.googleapis.com/2024capstone51/photos/7Yi5kmPIixFoPiuAD3C-5g.jpg,New Content
OscDIAJzcwdcYqg1aH6QlA,Happy Days Mart,1541 Hook Rd,Folcroft,PA,19032.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
ejg5XYqnNmPjtwjeFU5GaQ,Uptown Seafood,6255 Limekiln Pike,Philadelphia,PA,19141.0,2.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
1O2ZjNCQMLHXYX6S4eHysQ,Dice's Creative Cakes,30 N Reading Ave,Boyertown,PA,19512.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
qs_yXC1KdbxD7iPDhrBptw,LaMarinella Pizzeria,260 Exton Sq Mall,Exton,PA,19341.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
QNq-EfXts3qPzHRmEKUZOg,The Hot Dog Shack,120 Creek Rd,Mount Laurel,NJ,8054.0,3.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
NklQ7gaHfU6emYzi-zmj9g,Stony Hill Kitchen,"790 Township Line Rd, Ste 105",Yardley,PA,19067.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
pRuQpgFGDh4wYP3nU-mg9w,Cafe el Colombiano,3118 River Ave,Camden,NJ,8105.0,4.0,https://storage.googleapis.com/2024capstone51/photos/u9LsIDhhroputKWLn3KQaQ.jpg,New Content
CUckmG16ZfLaLogSDlSNYw,El Cantaro,181 S Dupont Hwy,New Castle,DE,19720.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
EGSR3XIGuwa-CLAQnJmqdw,Wawa,200 Green Ln,Bristol,PA,19007.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
YbpNzwI5iBvsBDwdwc9Mmg,Gordon Stein -I Love Philly Homes Team - Compass,"1624 Locust St, Floor 5",Philadelphia,PA,19103.0,5.0,https://storage.googleapis.com/2024capstone51/photos/Q8X_Ta9VZwqIy5NZcM368Q.jpg,New Content
UIzaUKz90UWNHi0vLk5VwQ,Popeyes Louisiana Kitchen,4501 Castor Ave,Philadelphia,PA,19124.0,2.0,https://storage.googleapis.com/2024capstone51/photos/fR-dq_AZ7SH1HeGN6Q5k3A.jpg,New Content
kEAbm5qzp2V8o8iuE7w7nQ,Wendy's,813 E County Line Rd,Warminster,PA,18974.0,3.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
XWDbA6RFVBBLjPps-f47Cw,Pasteleria Rojas,2110 Kirkwood Hwy,Wilmington,DE,19805.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
6qpa_HVaJ47vrukvK0qjsQ,Subway,"2501 Rt. 130 & Church Rd, Ste 9",Cinnaminson,NJ,8077.0,2.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
4zR1WBumC9n8WphzboVWtQ,Bagel Express Mini Mart,327 Mullica Hill Rd,Glassboro,NJ,8028.0,4.5,https://storage.googleapis.com/2024capstone51/photos/I_25GOKeBxuV0c-kjC6jvA.jpg,New Content
kvS8SpAgEUWCnmOBt4g2cg,Scramble Club,5201 Market St,Philadelphia,PA,19139.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
OAs42PSxiaPS25sO8Vtfiw,Lets Wok,6258 N Broad St,Philadelphia,PA,19141.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
2PX8MOkN6cPG7-gte7IpIQ,Mimi’s Cafe & Market,184 E Evergreen Ave,Philadelphia,PA,19118.0,4.0,https://storage.googleapis.com/2024capstone51/photos/SWSTrXSzsedZmtWs5tqveQ.jpg,New Content
ZpHSMgEoV3fdyYbl8d8gZg,Popeyes Louisiana Kitchen,6300 City Line Ave,Philadelphia,PA,19151.0,2.0,https://storage.googleapis.com/2024capstone51/photos/BTd2JDiVvBwEEInWQQcRSQ.jpg,New Content
RGjzDIO6HlOU3Uo4IqVAww,A King's Cafe,1400 Stenton Ave,Philadelphia,PA,19141.0,3.0,https://storage.googleapis.com/2024capstone51/photos/O0PgTNcaktUr9I9gS5Xavg.jpg,New Content
B3UQC3oMyhRA274_KXDFKw,Wawa,1800 Ticonderoga Blvd,Chester Springs,PA,19425.0,3.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
3Vlftzk7RIe2z87hAjw1Cg,Wawa,1195 Pottstown Pk,West Chester,PA,19380.0,2.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
B-XPbtnPLfqIZHTpvapQ6w,Back-a-yard Jamaican,308 S 52nd St,Philadelphia,PA,19143.0,3.5,https://storage.googleapis.com/2024capstone51/photos/6iuC1CqveuwstvAj_Apt3Q.jpg,New Content
1MgX6qN2tghHt_UrX3CFew,Pelicana Chicken,719 N 2nd St,Philadelphia,PA,19123.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
ULAfzCa_T3IeaUAhhASJMw,A & A Steaks,6301 Haverford Ave,Philadelphia,PA,19151.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
G42OqzStFgno8a0mY_w06g,FruitFlowers,1 Summit Ave,Broomall,PA,19008.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
1BihbEi39AE_nBBdBHwmng,Aavya Indian Cuisine,"201 2nd Ave, Unit 109",Collegeville,PA,19426.0,5.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
myAaXOSoxfaNnCPTcV4M8w,Burger King,300 S Maryland Ave,Wilmington,DE,19804.0,3.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
43-v-OqKG16a2TbwdkXNTQ,Vivaldi Restaurant,2920 N 5th St,Philadelphia,PA,19133.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
pdyP86j0Z7-y06LRQlZL1g,Foodarama,4510 Adams Cir,Bensalem,PA,19020.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
IZsY9gsVpib6L0NCuCEzDg,Pizza Express,101 S Olden Ave,Trenton,NJ,8609.0,2.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
A7jnPMErUKF4SI4JzCk3hQ,Hurricane Jack's Bar and Restaurant,1542 Haines Rd,Levittown,PA,19055.0,3.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,New Content
