user,business_id,name,address,city,state,postal_code,stars,hyperlink
Jerry,Ims_IgNKoDts2FdFNROQJQ,Los Machetes Authentic Mexican Restaurant,856 Chester Pike,Prospect Park,PA,19076.0,4.0,https://storage.googleapis.com/2024capstone51/photos/YmzPoKTrKVG2ffUt6fGonA.jpg
Jerry,XQ_wVhRayMJGQT9J_WANkw,4 Seasons Grill Mexican Restaurant,"3503 B St, Ste 4B",Philadelphia,PA,19134.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Jerry,_GGgSYM6yN3-2ZVxvp65HA,La Chancla,1408 W Marshall St,Norristown,PA,19403.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Jerry,3DDRYqCzc3Yhh7WOpNh7tg,El Limon,4514 City Ave,Philadelphia,PA,19131.0,4.0,https://storage.googleapis.com/2024capstone51/photos/lW6JRn7UdhPKpxNzQjN5MQ.jpg
Jerry,LtroRglV_5uoQFnBXPHw8w,El Rinconsito,717 W Cypress St,Kennett Square,PA,19348.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Jerry,bJAY2baMKSTlWRc-QZGopQ,Lilly's Cafe America,1 W Court St,Doylestown,PA,18901.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Jerry,dWOSZcAEt3sRXshh4Z8KGw,El Tequila,801 N Black Horse Pike,Runnemede,NJ,8078.0,4.0,https://storage.googleapis.com/2024capstone51/photos/dnF8CnHjqc-RyuQDmuS1eA.jpg
Alexis,v6tFMx_fKBcfiBagKb_EIg,Daleng Restaurant,4653 Walnut St,Philadelphia,PA,19139.0,4.5,https://storage.googleapis.com/2024capstone51/photos/wtqiHxikRlOLB81c708Fog.jpg
Alexis,-mIlmp5l4hKlp1tvHRdvTg,Sonny's Famous Steaks,228 Market St,Philadelphia,PA,19106.0,4.0,https://storage.googleapis.com/2024capstone51/photos/MLjI2AM-jfWNx-B8ieza-g.jpg
Alexis,wC2PxfnMDsJhxpz68fWXdA,Poke Bros.,"82 E Lancaster Ave, Ste A-7",Paoli,PA,19301.0,4.0,https://storage.googleapis.com/2024capstone51/photos/Tgj4LKU3Cuqxyvz0WC94SA.jpg
Alexis,_YSZrx4FdocYt0u3pFLrUA,Poke Bros,180B W St Rd,Feasterville Trevose,PA,19053.0,4.0,https://storage.googleapis.com/2024capstone51/photos/WQXGg1n9_ZqieUgJc9_0Xg.jpg
Alexis,y04yvFFUW3KdwBOJTn6BGA,McGlinchey's Bar & Grill,259 S 15th St,Philadelphia,PA,19102.0,3.5,https://storage.googleapis.com/2024capstone51/photos/HApWOFnoS_GCDTBS1k0fOQ.jpg
Alexis,b6mtezJs5KNZNvgHU-sR8Q,Tony's Bar,1002 Woodlawn Ave,Collingdale,PA,19023.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Alexis,rF0xI_3jjlsEKp3N0Z0BuQ,Trattoria Totaro,639 Spring Mill Ave,Conshohocken,PA,19428.0,4.0,https://storage.googleapis.com/2024capstone51/photos/KSJM7rohZhKsJXjG26OXlA.jpg
Alexis,kOHcpCZQd4uNp6G2uE8o2A,PrimoHoagies,1528 W Ritner St,Philadelphia,PA,19145.0,4.0,https://storage.googleapis.com/2024capstone51/photos/1gegle3ybnJBRQru-_UlOw.jpg
David,mTeNbKb9idbGoKJswtU_mA,Sarappos Pizza,3328 Bristol Rd,Bensalem,PA,19020.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
David,joeRm-_7T0XTkMdKo2nbaA,Paola's Pizzeria,128 N Wayne Ave,Wayne,PA,19087.0,4.5,https://storage.googleapis.com/2024capstone51/photos/TgjLpBV1Ke3B6-3ciLKu0A.jpg
David,kNyphDVYqOMLsx8aAy9ocA,Noodle Eighty Eight - Springfield,1168 Baltimore Pike,Springfield,PA,19064.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
David,zQ_niKFi-9Aq2g3KJvot1A,Big Bad Wolf Barbeque,4916 Pennell Rd,Aston,PA,19014.0,4.5,https://storage.googleapis.com/2024capstone51/photos/VPzXliIJceFHsIbqJHvbqA.jpg
David,-JStjL-8mRZq4ov4uI1FaQ,Luberto's Brickoven Pizza,169 N Main St,Dublin,PA,18917.0,4.0,https://storage.googleapis.com/2024capstone51/photos/t_ALrn46VXOhfATn98Le8g.jpg
David,uBLPJzHkQZG_4TuQdEoTQg,Chaps Pit Beef,1083 W Baltimore Pike,Media,PA,19063.0,3.5,https://storage.googleapis.com/2024capstone51/photos/ZXn5CVO4zpGPHZIq23lpwg.jpg
David,hFSLU2cjx9i9IpP_sLQKJw,White Jasmin Thai Cuisine,5 West Main St,Lansdale,PA,19446.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
David,mTeNbKb9idbGoKJswtU_mA,Sarappos Pizza,3328 Bristol Rd,Bensalem,PA,19020.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Tiffany,d9OUBAM4V0nMJ2-6TQg9cQ,Palermo's Pizza,70 Buckwalter Rd,Royersford,PA,19468.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Tiffany,B6Lvq3sOYwhKxPzadDka9g,Zeppoli,618 Collings Ave,Collingswood,NJ,8107.0,4.0,https://storage.googleapis.com/2024capstone51/photos/FPb2igotpTLxP6dHKWt7bA.jpg
Tiffany,jzd6tUCIYEitbQqASionpA,Undrgrnd Donuts,,Philadelphia,PA,19104.0,4.0,https://storage.googleapis.com/2024capstone51/photos/PSDifDCvVc3mJrigKduxWQ.jpg
Tiffany,-uhn-iY4lJvWqoBXDghjZA,Brown's Doughnut  & Pastry,164 Main St,Dublin,PA,18917.0,4.5,https://storage.googleapis.com/2024capstone51/photos/2kl-RRiqKhQ2gibxRhsiUg.jpg
Tiffany,WdS2zyg6lJNeTLMIvkmWAQ,Kumo Sushi & Asian Bistro,"99 Market St, Ste 1, Providence Town Ctr",Collegeville,PA,19426.0,4.0,https://storage.googleapis.com/2024capstone51/photos/degawkostrfsHvspJpH8Pg.jpg
Tiffany,v2tctxDffyuHiNGSfb4Umw,Sake Hana,801 Gap Newport Pike,Avondale,PA,19311.0,4.0,https://storage.googleapis.com/2024capstone51/photos/GFHsoeaMQ6eyyhszYZrsHA.jpg
Judith,SA1kBystZZn8yYiQsjljYQ,Cafe Chorba,1 E Trenton Ave,Morrisville,PA,19067.0,4.0,https://storage.googleapis.com/2024capstone51/photos/LvUMgnmjsHs32KfEG5q_Pg.jpg
Judith,c6r29yLfVhZaSyrtsNVLRQ,The Palace of Indian,1533 S 11th St,Philadelphia,PA,19147.0,4.0,https://storage.googleapis.com/2024capstone51/photos/2rLkGhfZD6s3dhAv4uOcRw.jpg
Judith,GoYSJ-YY-YwbxdgasHuq-Q,Mixto,1141 Pine St,Philadelphia,PA,19107.0,4.0,https://storage.googleapis.com/2024capstone51/photos/rRTxQIpprRosKGpl48ychw.jpg
Judith,UQfiI5OnpDSH8pebjT2WKw,Pennypack Farm & Education Center,685 Mann Rd,Horsham,PA,19044.0,5.0,https://storage.googleapis.com/2024capstone51/photos/ciHZO9gxiZB225KroLOV9w.jpg
Judith,YdFwLmK3Ag_np1H1YVT58g,Encima,112 S 18th St,Philadelphia,PA,19103.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Judith,-HewctWQ0P3HqKCr76bU-g,Dawson Street Pub,100 Dawson St,Philadelphia,PA,19127.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Judith,DsKzHnkLKnxZTVsFpts4oA,Red Owl Tavern,433 Chestnut St,Philadelphia,PA,19106.0,3.5,https://storage.googleapis.com/2024capstone51/photos/UeWdMbjjJf854S6kvO8cQw.jpg
Judith,kGjpBqAqG4mIuFSgU2KKEA,The Royal Indian Cuisine,272 S 20th St,Philadelphia,PA,19103.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Brian,mxZNnWOXTK2YLE_gDPeAQQ,Victory Brewing Company Kennett Square,650 W Cypress St,Kennett Square,PA,19348.0,3.5,https://storage.googleapis.com/2024capstone51/photos/BsbYNbxPl5KEVyE1UoXGDg.jpg
Brian,-xY4R0jVwIDlpFx_CcZ4XA,Art's Deli,36 N Broadway,Gloucester City,NJ,8030.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Brian,23kqKB5n32XkHliOA2JfFg,Brothers Kershner Brewing Co.,4119 W Skippack Pike,Schwenksville,PA,19473.0,4.0,https://storage.googleapis.com/2024capstone51/photos/KsiZtZQwj8Jadp4MBuqHUA.jpg
Brian,9ggTidLF9LPNdyWdCGtrYg,Gooey Looie's,231 McClellan St,Philadelphia,PA,19148.0,4.5,https://storage.googleapis.com/2024capstone51/photos/jlrXZKI0WZ5P3RgA3w2SmA.jpg
Brian,3Hz1tjW2YqD5JPJTe2I09A,Vincenzo's Deli,1626 S 9th St,Philadelphia,PA,19148.0,4.5,https://storage.googleapis.com/2024capstone51/photos/7k6ljKgSb5YEhXJB3Nk99g.jpg
Brian,fsxhCY1Y49DRUk4a1j4RyA,Cross Keys Brewing,1038 N Main St,Williamstown,NJ,8094.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Brian,icJ0Ux9mxjKpzAJdXm67GA,Deli-Grove,1401 S Whitford Rd,West Chester,PA,19380.0,4.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Brian,S_6qjfUK_ccLIu2arHTdug,Tony & Ruth Steaks,837 N 8th St,Camden,NJ,8102.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Dana,5mq34DWqnFlxPNN8qzKtEw,Anthony's Pizza Of Skippack,4274 Township Line Rd,Skippack,PA,19474.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Dana,BonnUxyWs1ymbFASgmJ5Qg,Philly Cheesesteaks,676 Lancaster Ave,Berwyn,PA,19312.0,4.5,https://storage.googleapis.com/2024capstone51/photos/jvZYthi9XkFdfoci2OiGFQ.jpg
Dana,iIDbq7oqKOHe7kgouWmGIQ,Penny's Pizza,68 W Ridge Pike,Limerick,PA,19468.0,4.0,https://storage.googleapis.com/2024capstone51/photos/CUC169clewofR6-t9tTisg.jpg
Dana,j-WKXu1uJbB2AvY09we9ZA,Lorenzo's Pizza,900 Christian St,Philadelphia,PA,19147.0,3.5,https://storage.googleapis.com/2024capstone51/photos/HzUTDjknv4zK7rcxBHFrFg.jpg
Dana,3-ohG1LYG5gi_9pTjsAJew,Royal Pizza,4202 Baltimore Ave,Philadelphia,PA,19104.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Kristin,uZZiRcsyTFFefJ6MsZIZwQ,Dory's Mediterranean Grill,"560 Stokes Rd, Unit 10",Medford,NJ,8055.0,4.5,https://storage.googleapis.com/2024capstone51/photos/vaYPYrMGi0tzNYNWSPp0mw.jpg
Kristin,__4gkf_0UJW78rkRzFm6Gw,Cafe Baladi,235 Lancaster Ave,Malvern,PA,19355.0,5.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Kristin,62OPtw99Gm5W6nvgNTwYwg,Crumbl Cookies - Main Line,"50 E Wynnewood Rd, Unit 20",Wynnewood,PA,19096.0,4.0,https://storage.googleapis.com/2024capstone51/photos/a5kZQv-FfkwPsEQkbToxAQ.jpg
Kristin,SVd-qPuYJJ0c8EbhII2q6Q,Tap 24,36 W State St,Media,PA,19063.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Kristin,GwaoPwtK3pp0X_TiNEni7Q,Infused Restaurant & Bar,2175 Marlton Pike W,Cherry Hill,NJ,8002.0,4.0,https://storage.googleapis.com/2024capstone51/photos/G7TkeWcTHYDDYgAqkRAaDA.jpg
Kristin,QtUn-vphzwt_cOQVkDlyow,Pinto Thong Thai Cuisine,"1135 Hurffville Rd, Unit 9",Deptford,NJ,8096.0,4.5,https://storage.googleapis.com/2024capstone51/photos/heybbFhcOUJ8FTRoG3uL3Q.jpg
Kristin,jULIPydhMj18KOI5OHTwfA,Buena Onda,1901 Callowhill St,Philadelphia,PA,19130.0,4.0,https://storage.googleapis.com/2024capstone51/photos/z3Rmdklt4qA5vd5nSNnrmg.jpg
Kristin,xdc0TbKkHMZN3N82oeq2XA,Via Locusta,1723 Locust St,Philadelphia,PA,19103.0,4.5,https://storage.googleapis.com/2024capstone51/photos/G6VYStF2Cp4uoLVk2_fTnQ.jpg
Ryann,6ciAUVTzxDall6WXLoot0A,Five Saints Distilling,129 E Main St,Norristown,PA,19401.0,4.5,https://storage.googleapis.com/2024capstone51/photos/y3_TmvbaDC_Oqjuz0s5Uxg.jpg
Ryann,6-tz8gX93UjA8K3ZYUttTA,AJ's Tavern,114 N Broadway,Pennsville,NJ,8070.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Ryann,x2oQ_fGGGyJvmPbM_QvUhA,Fat Jack's BBQ,3820 Rt 42N,Blackwood ,NJ,8012.0,3.5,https://storage.googleapis.com/2024capstone51/photos/Kg77dHiFUxDzvek4Sm-a1Q.jpg
Ryann,j58chGXdwNBjXYGCOHpxag,Yiro Yiro,125-29 S 40th St,Philadelphia,PA,19104.0,4.5,https://storage.googleapis.com/2024capstone51/photos/NroiXcEX-MbJEhv1rROJ0A.jpg
Ryann,Z4fQ-sOx4XLjt0DKBYnZ4w,Smokey Bandit BBQ,2305 Computer Ave,Willow Grove,PA,19090.0,4.5,https://storage.googleapis.com/2024capstone51/photos/sDQ9blJOk0RLZtrItFcqcg.jpg
Ryann,gyUBYwpUO_u0nqZdre4l1g,Shanghai Express,Church Rd & Hainespo,Marlton,NJ,8053.0,4.0,https://storage.googleapis.com/2024capstone51/photos/GbtXkJAIFuhePXPOr4l2ZA.jpg
Ryann,FbbKgpCqKFbjofm_pRY36w,Imperatore Bar and Woodfired Grille,511 Stump Rd,North Wales,PA,19454.0,3.5,https://storage.googleapis.com/2024capstone51/photos/55By3fRlTandtwE0pwfjVg.jpg
Ryann,jVJH1KfitQi87MYMh6vyMg,Anthony's Coal Fired Pizza,4805 Limestone Rd,Pike Creek,DE,19808.0,4.0,https://storage.googleapis.com/2024capstone51/photos/0QAdZvC3SEeYFhWFrbnupg.jpg
Norm,iNIorN53rYMs09dinG7KgQ,Al Forno Pizzeria,854 Main St,Darby,PA,19023.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg
Norm,KnVtTqZoGJiKfkLMkSlilA,Epicurean Garage,570 Simpson Dr,Chester Springs,PA,19425.0,4.0,https://storage.googleapis.com/2024capstone51/photos/O8BJKDi_ziIpUl499pN8tg.jpg
Norm,NU6SW870hySW6jwbmE7YuA,Just Salad,3728 Spruce St,Philadelphia,PA,19104.0,3.5,https://storage.googleapis.com/2024capstone51/photos/KO2OtNOjGlMDTVlMSrh4dQ.jpg
Norm,yQjEjXR3E_9bLTK-Xj07FA,Hidden River Brewing Company,1808 W Schuylkill Rd,Douglassville,PA,19518.0,4.0,https://storage.googleapis.com/2024capstone51/photos/27UfQDDBNGHu_IOEJ_rlVw.jpg
Norm,LkasU7-347mpSm3erAQHyA,Walnut Street Cafe,2929 Walnut St,Philadelphia,PA,19104.0,3.5,https://storage.googleapis.com/2024capstone51/photos/fW_1PUBPw5to6MYMFEU45A.jpg
Norm,0aPFLEnfRDq8DfhOkbZ9RQ,Westville Brewery,"201 Broadway, Ste B",Westville,NJ,8093.0,4.0,https://storage.googleapis.com/2024capstone51/photos/ah3BsnJ-bN5OXvedN4JRsg.jpg
Norm,WdS2zyg6lJNeTLMIvkmWAQ,Kumo Sushi & Asian Bistro,"99 Market St, Ste 1, Providence Town Ctr",Collegeville,PA,19426.0,4.0,https://storage.googleapis.com/2024capstone51/photos/degawkostrfsHvspJpH8Pg.jpg
Norm,73UjNbSoQjQAOS45rcihFg,Cantina Dos Segundos,931 N 2nd St,Philadelphia,PA,19123.0,4.0,https://storage.googleapis.com/2024capstone51/photos/QmKS7GZ9OMurDd24HRvoFQ.jpg
